date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:42:20	6793/6793	---M--	200	added ('OK')	image/jpeg	etag:%221a89-59a23edd3f438%22	https://nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/our-space.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/our-space.jpg	(from https://nerdlab.be/mutation/nieuws)
11:42:20	100522/100522	---M--	200	added ('OK')	image/jpeg	etag:%22188aa-59a23e3a0747d%22	https://nerdlab.be/data/images/_900xAUTO_crop_center-center_90_none/our-space.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_900xAUTO_crop_center-center_90_none/our-space.jpg	(from https://nerdlab.be/mutation/nieuws)
11:42:20	37976/37976	---M-Z	200	added ('OK')	text/html	date:Tue,%2006%20Aug%202024%2009:42:20%20GMT	https://nerdlab.be/mutation/nieuws/polymorf	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/nieuws/polymorf.html	(from https://nerdlab.be/mutation/nieuws)
11:42:20	5339/5339	---M--	200	added ('OK')	image/jpeg	etag:%2214db-59a23ee298918%22	https://nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/ThHH11_Dries_12.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/ThHH11_Dries_12.jpg	(from https://nerdlab.be/mutation/nieuws)
11:42:21	119109/119109	---M--	200	added ('OK')	image/jpeg	etag:%221d145-59a23e45c3b12%22	https://nerdlab.be/data/images/_900xAUTO_crop_center-center_90_none/ThHH11_Dries_12.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_900xAUTO_crop_center-center_90_none/ThHH11_Dries_12.jpg	(from https://nerdlab.be/mutation/nieuws)
11:42:21	38540/38540	---M-Z	200	added ('OK')	text/html	date:Tue,%2006%20Aug%202024%2009:42:21%20GMT	https://nerdlab.be/mutation/nieuws/tweede-spreker-dries-depoorter	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/nieuws/tweede-spreker-dries-depoorter.html	(from https://nerdlab.be/mutation/nieuws)
11:42:21	3495/3495	---M--	200	added ('OK')	image/jpeg	etag:%22da7-615aa6daa7c64%22	https://nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/10205/IMG_0463.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/10205/IMG_0463.jpg	(from https://nerdlab.be/mutation/nieuws)
11:42:21	158465/158465	---M--	200	added ('OK')	image/jpeg	etag:%2226b01-615aa6dc4f0f3%22	https://nerdlab.be/data/images/_900xAUTO_crop_center-center_90_none/10205/IMG_0463.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_900xAUTO_crop_center-center_90_none/10205/IMG_0463.jpg	(from https://nerdlab.be/mutation/nieuws)
11:42:22	38171/38171	---M-Z	200	added ('OK')	text/html	date:Tue,%2006%20Aug%202024%2009:42:21%20GMT	https://nerdlab.be/mutation/nieuws/man-machine-logos-robot-orchestra-mutation-festival	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/nieuws/man-machine-logos-robot-orchestra-mutation-festival.html	(from https://nerdlab.be/mutation/nieuws)
11:42:22	7050/7050	---M--	200	added ('OK')	image/jpeg	etag:%221b8a-59a23edb62b64%22	https://nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/DAAN-ROOSEGAARDE-15-BY-REBECCA-MELL.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/DAAN-ROOSEGAARDE-15-BY-REBECCA-MELL.jpg	(from https://nerdlab.be/mutation/nieuws)
11:42:22	110143/110143	---M--	200	added ('OK')	image/jpeg	etag:%221ae3f-59a23e36ce666%22	https://nerdlab.be/data/images/_900xAUTO_crop_center-center_90_none/DAAN-ROOSEGAARDE-15-BY-REBECCA-MELL.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_900xAUTO_crop_center-center_90_none/DAAN-ROOSEGAARDE-15-BY-REBECCA-MELL.jpg	(from https://nerdlab.be/mutation/nieuws)
11:42:22	37818/37818	---M-Z	200	added ('OK')	text/html	date:Tue,%2006%20Aug%202024%2009:42:22%20GMT	https://nerdlab.be/mutation/nieuws/daan-roosegaarde-mutation-2019	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/nieuws/daan-roosegaarde-mutation-2019.html	(from https://nerdlab.be/mutation/nieuws)
11:42:22	10977/10977	---M--	200	added ('OK')	image/gif	etag:%222ae1-59a23ee3c6206%22	https://nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/bring-your-beamer.gif	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/bring-your-beamer.gif	(from https://nerdlab.be/mutation/nieuws)
11:42:23	444808/444808	---M--	200	added ('OK')	image/gif	etag:%226c988-59a23e48df2a2%22	https://nerdlab.be/data/images/_900xAUTO_crop_center-center_90_none/bring-your-beamer.gif	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_900xAUTO_crop_center-center_90_none/bring-your-beamer.gif	(from https://nerdlab.be/mutation/nieuws)
11:42:23	37561/37561	---M-Z	200	added ('OK')	text/html	date:Tue,%2006%20Aug%202024%2009:42:23%20GMT	https://nerdlab.be/mutation/nieuws/bring-your-own-beamer-1	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/nieuws/bring-your-own-beamer-1.html	(from https://nerdlab.be/mutation/nieuws)
11:42:23	263967/263967	---M--	200	added ('OK')	image/png	etag:%224071f-59a2431e5627f%22	https://nerdlab.be/data/images/_1200x630_crop_center-center_none/Screenshot-2019-10-25-at-09.32.09.png	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_1200x630_crop_center-center_none/Screenshot-2019-10-25-at-09.32.09.png	(from https://nerdlab.be/mutation/programma)
11:42:23	255410/255410	---M--	200	added ('OK')	image/png	etag:%223e5b2-59a23ed283e38%22	https://nerdlab.be/data/images/_1200x600_crop_center-center_none/Screenshot-2019-10-25-at-09.32.09.png	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_1200x600_crop_center-center_none/Screenshot-2019-10-25-at-09.32.09.png	(from https://nerdlab.be/mutation/programma)
11:42:24	12103/12103	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2009:42:24%20GMT	https://nerdlab.be/mutation/mutation/programma	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/mutation/programma	(from https://nerdlab.be/mutation/programma)
11:42:24	147999/147999	---M--	200	added ('OK')	image/jpeg	etag:%222421f-59a23e2a3b96e%22	https://nerdlab.be/data/images/_1200x630_crop_center-center_none/machien-1.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_1200x630_crop_center-center_none/machien-1.jpg	(from https://nerdlab.be/mutation/nieuws/praktisch)
11:42:24	142807/142807	---M--	200	added ('OK')	image/jpeg	etag:%2222dd7-59a23ed4f9c50%22	https://nerdlab.be/data/images/_1200x600_crop_center-center_none/machien-1.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_1200x600_crop_center-center_none/machien-1.jpg	(from https://nerdlab.be/mutation/nieuws/praktisch)
11:42:24	12124/12124	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2009:42:24%20GMT	https://nerdlab.be/mutation/mutation/nieuws/praktisch	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/mutation/nieuws/praktisch	(from https://nerdlab.be/mutation/nieuws/praktisch)
11:42:25	3080/3080	---M--	200	added ('OK')	image/jpeg	etag:%22c08-59a23e27a01e0%22	https://nerdlab.be/data/images/_100x100_crop_center-center_90_none/mutation-square.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100x100_crop_center-center_90_none/mutation-square.jpg	(from https://nerdlab.be/mutation/nieuws/praktisch)
11:42:25	5275/5275	---M--	200	added ('OK')	image/jpeg	etag:%22149b-59a23e297d674%22	https://nerdlab.be/data/images/_100x100_crop_center-center_90_none/mutation-square2.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100x100_crop_center-center_90_none/mutation-square2.jpg	(from https://nerdlab.be/mutation/nieuws/praktisch)
11:42:25	12157/12157	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2009:42:25%20GMT	https://nerdlab.be/mutation/mutation/nieuws/gratis-feest-en-expo	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/mutation/nieuws/gratis-feest-en-expo	(from https://nerdlab.be/mutation/nieuws/gratis-feest-en-expo)
11:42:25	4805/4805	---M--	200	added ('OK')	image/jpeg	etag:%2212c5-59a23e262a258%22	https://nerdlab.be/data/images/_100x100_crop_center-center_90_none/Twitterpoezie_vierkant.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100x100_crop_center-center_90_none/Twitterpoezie_vierkant.jpg	(from https://nerdlab.be/mutation/nieuws/gratis-feest-en-expo)
11:42:26	5823/5823	---M--	200	added ('OK')	image/jpeg	etag:%2216bf-59a23e232ef50%22	https://nerdlab.be/data/images/_100x100_crop_center-center_90_none/algorave_191119_204220.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100x100_crop_center-center_90_none/algorave_191119_204220.jpg	(from https://nerdlab.be/mutation/nieuws/gratis-feest-en-expo)
11:42:26	6866/6866	---M--	200	added ('OK')	image/jpeg	etag:%221ad2-59a23e28fac31%22	https://nerdlab.be/data/images/_100x100_crop_center-center_90_none/vr-experience.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100x100_crop_center-center_90_none/vr-experience.jpg	(from https://nerdlab.be/mutation/nieuws/gratis-feest-en-expo)
11:42:26	8225/8225	---M--	200	added ('OK')	image/jpeg	etag:%222021-59a23e23b14b6%22	https://nerdlab.be/data/images/_100x100_crop_center-center_90_none/Folder-stadsexpo_final_Page_1.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100x100_crop_center-center_90_none/Folder-stadsexpo_final_Page_1.jpg	(from https://nerdlab.be/mutation/nieuws/gratis-feest-en-expo)
11:42:26	3409/3409	---M--	200	added ('OK')	image/jpeg	etag:%22d51-59a23e231f493%22	https://nerdlab.be/data/images/_100x100_crop_center-center_90_none/soundlab.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100x100_crop_center-center_90_none/soundlab.jpg	(from https://nerdlab.be/mutation/nieuws/gratis-feest-en-expo)
11:42:27	5756/5756	---M--	200	added ('OK')	image/jpeg	etag:%22167c-59a23e28714d6%22	https://nerdlab.be/data/images/_100x100_crop_center-center_90_none/byob_191120_081344.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100x100_crop_center-center_90_none/byob_191120_081344.jpg	(from https://nerdlab.be/mutation/nieuws/gratis-feest-en-expo)
11:42:27	12142/12142	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2009:42:27%20GMT	https://nerdlab.be/mutation/mutation/nieuws/digitaal-aanbod	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/mutation/nieuws/digitaal-aanbod	(from https://nerdlab.be/mutation/nieuws/digitaal-aanbod)
11:42:27	12151/12151	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2009:42:27%20GMT	https://nerdlab.be/mutation/mutation/nieuws/talk-tim-verheyden	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/mutation/nieuws/talk-tim-verheyden	(from https://nerdlab.be/mutation/nieuws/talk-tim-verheyden)
11:42:27	63001/63001	---M--	200	added ('OK')	image/jpeg	etag:%22f619-615b24ac9c2af%22	https://nerdlab.be/data/images/_1200x630_crop_center-center_none/17312/pr-013.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_1200x630_crop_center-center_none/17312/pr-013.jpg	(from https://nerdlab.be/mutation/nieuws/glimps-nl)
11:42:27	60917/60917	---M--	200	added ('OK')	image/jpeg	etag:%22edf5-615b24ad269b2%22	https://nerdlab.be/data/images/_1200x600_crop_center-center_none/17312/pr-013.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_1200x600_crop_center-center_none/17312/pr-013.jpg	(from https://nerdlab.be/mutation/nieuws/glimps-nl)
11:42:28	12124/12124	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2009:42:28%20GMT	https://nerdlab.be/mutation/mutation/nieuws/glimps-nl	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/mutation/nieuws/glimps-nl	(from https://nerdlab.be/mutation/nieuws/glimps-nl)
11:42:28	3242/3242	---M--	200	added ('OK')	image/jpeg	etag:%22caa-615b24ad519ab%22	https://nerdlab.be/data/images/_100x100_crop_center-center_90_none/17312/pr-013.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100x100_crop_center-center_90_none/17312/pr-013.jpg	(from https://nerdlab.be/mutation/nieuws/glimps-nl)
11:42:28	6265/6265	---M--	200	added ('OK')	image/jpeg	etag:%221879-59a23e2999fa2%22	https://nerdlab.be/data/images/_100x100_crop_center-center_90_none/fl2.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100x100_crop_center-center_90_none/fl2.jpg	(from https://nerdlab.be/mutation/nieuws/glimps-nl)
11:42:28	6302/6302	---M--	200	added ('OK')	image/jpeg	etag:%22189e-59a23e23e93b4%22	https://nerdlab.be/data/images/_100x100_crop_center-center_90_none/1b.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100x100_crop_center-center_90_none/1b.jpg	(from https://nerdlab.be/mutation/nieuws/glimps-nl)
11:42:29	12133/12133	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2009:42:29%20GMT	https://nerdlab.be/mutation/mutation/nieuws/stadsexpo-nl	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/mutation/nieuws/stadsexpo-nl	(from https://nerdlab.be/mutation/nieuws/stadsexpo-nl)
11:42:29	5095/5095	---M--	200	added ('OK')	image/jpeg	etag:%2213e7-59a23e26adb97%22	https://nerdlab.be/data/images/_100x100_crop_center-center_90_none/De-presentatie-van-een-foto-of-het-apparaat-2-2018-1-1170x785.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100x100_crop_center-center_90_none/De-presentatie-van-een-foto-of-het-apparaat-2-2018-1-1170x785.jpg	(from https://nerdlab.be/mutation/nieuws/stadsexpo-nl)
11:42:29	1560/1560	---M--	200	added ('OK')	image/jpeg	etag:%22618-59a23e267a6fe%22	https://nerdlab.be/data/images/_100x100_crop_center-center_90_none/cedric-van-laere-FLW-M3-surveillance-camera.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100x100_crop_center-center_90_none/cedric-van-laere-FLW-M3-surveillance-camera.jpg	(from https://nerdlab.be/mutation/nieuws/stadsexpo-nl)
11:42:29	32103/32103	---M--	200	added ('OK')	image/png	etag:%227d67-59a23e285732f%22	https://nerdlab.be/data/images/_100x100_crop_center-center_90_none/guy-slabbinck-1.png	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100x100_crop_center-center_90_none/guy-slabbinck-1.png	(from https://nerdlab.be/mutation/nieuws/stadsexpo-nl)
11:42:30	12181/12181	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2009:42:30%20GMT	https://nerdlab.be/mutation/mutation/nieuws/boottrip-captain-einstein-nl	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/mutation/nieuws/boottrip-captain-einstein-nl	(from https://nerdlab.be/mutation/nieuws/boottrip-captain-einstein-nl)
11:42:30	19348/19348	---M--	200	added ('OK')	image/png	etag:%224b94-59a23ee496559%22	https://nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/screenshot4.png	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/screenshot4.png	(from https://nerdlab.be/mutation/nieuws/boottrip-captain-einstein-nl)
11:42:30	12139/12139	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2009:42:30%20GMT	https://nerdlab.be/mutation/mutation/nieuws/letterpress-nl	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/mutation/nieuws/letterpress-nl	(from https://nerdlab.be/mutation/nieuws/letterpress-nl)
11:42:30	4330/4330	---M--	200	added ('OK')	image/jpeg	etag:%2210ea-59a23ee05e46a%22	https://nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/20180929_AV_Industriemuseum-Industriefestival-c-Corlazzzoli-43.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/20180929_AV_Industriemuseum-Industriefestival-c-Corlazzzoli-43.jpg	(from https://nerdlab.be/mutation/nieuws/letterpress-nl)
11:42:31	12130/12130	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2009:42:31%20GMT	https://nerdlab.be/mutation/mutation/nieuws/wearable-nl	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/mutation/nieuws/wearable-nl	(from https://nerdlab.be/mutation/nieuws/wearable-nl)
11:42:31	20331/20331	---M--	200	added ('OK')	image/png	etag:%224f6b-59a23edf5c8dd%22	https://nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/wearable-face-projector2.png	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/wearable-face-projector2.png	(from https://nerdlab.be/mutation/nieuws/wearable-nl)
11:42:31	12145/12145	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2009:42:31%20GMT	https://nerdlab.be/mutation/mutation/nieuws/vr-in-de-cultuur	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/mutation/nieuws/vr-in-de-cultuur	(from https://nerdlab.be/mutation/nieuws/vr-in-de-cultuur)
11:42:32	4079/4079	---M--	200	added ('OK')	image/jpeg	etag:%22fef-59a23edf93010%22	https://nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/VR-lucas.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/VR-lucas.jpg	(from https://nerdlab.be/mutation/nieuws/vr-in-de-cultuur)
11:42:32	135964/135964	---M--	200	added ('OK')	image/jpeg	etag:%222131c-615b22b9a7c29%22	https://nerdlab.be/data/images/_1200x600_crop_center-center_none/13206/Medialab-Muntpunt-Sessie-1.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_1200x600_crop_center-center_none/13206/Medialab-Muntpunt-Sessie-1.jpg	(from https://nerdlab.be/mutation/nieuws/inspiratiesessie-nieuwe-maakplekken-nl)
11:42:32	141938/141938	---M--	200	added ('OK')	image/jpeg	etag:%2222a72-615b22b7e0dff%22	https://nerdlab.be/data/images/_1200x630_crop_center-center_none/13206/Medialab-Muntpunt-Sessie-1.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_1200x630_crop_center-center_none/13206/Medialab-Muntpunt-Sessie-1.jpg	(from https://nerdlab.be/mutation/nieuws/inspiratiesessie-nieuwe-maakplekken-nl)
11:42:32	12211/12211	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2009:42:32%20GMT	https://nerdlab.be/mutation/mutation/nieuws/inspiratiesessie-nieuwe-maakplekken-nl	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/mutation/nieuws/inspiratiesessie-nieuwe-maakplekken-nl.7d.delayed	(from https://nerdlab.be/mutation/nieuws/inspiratiesessie-nieuwe-maakplekken-nl)
11:42:33	138989/138989	---M--	200	added ('OK')	image/jpeg	etag:%2221eed-59a86760cd10d%22	https://nerdlab.be/data/images/_1200x630_crop_center-center_none/download.jpeg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_1200x630_crop_center-center_none/download.jpg	(from https://nerdlab.be/mutation/nieuws/talk-educatie-participatie-nerdlab-nl)
11:42:33	132624/132624	---M--	200	added ('OK')	image/jpeg	etag:%2220610-59a23ece88dfd%22	https://nerdlab.be/data/images/_1200x600_crop_center-center_none/download.jpeg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_1200x600_crop_center-center_none/download.jpg	(from https://nerdlab.be/mutation/nieuws/talk-educatie-participatie-nerdlab-nl)
11:42:33	12208/12208	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2009:42:33%20GMT	https://nerdlab.be/mutation/mutation/nieuws/talk-educatie-participatie-nerdlab-nl	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/mutation/nieuws/talk-educatie-participatie-nerdlab-nl	(from https://nerdlab.be/mutation/nieuws/talk-educatie-participatie-nerdlab-nl)
11:42:33	169595/169595	---M--	200	added ('OK')	image/png	etag:%222967b-59a8676123780%22	https://nerdlab.be/data/images/_1200x630_crop_center-center_none/mutation-posters-01.png	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_1200x630_crop_center-center_none/mutation-posters-01.png	(from https://nerdlab.be/mutation/nieuws/wie-wat-waar-nl)
11:42:34	162957/162957	---M--	200	added ('OK')	image/png	etag:%2227c8d-59a23ed4ce55c%22	https://nerdlab.be/data/images/_1200x600_crop_center-center_none/mutation-posters-01.png	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_1200x600_crop_center-center_none/mutation-posters-01.png	(from https://nerdlab.be/mutation/nieuws/wie-wat-waar-nl)
11:42:34	12142/12142	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2009:42:34%20GMT	https://nerdlab.be/mutation/mutation/nieuws/wie-wat-waar-nl	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/mutation/nieuws/wie-wat-waar-nl	(from https://nerdlab.be/mutation/nieuws/wie-wat-waar-nl)
11:42:34	13871/13871	---M--	200	added ('OK')	image/png	etag:%22362f-59a23ee446c50%22	https://nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/mutation-posters-01.png	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/mutation-posters-01.png	(from https://nerdlab.be/mutation/nieuws/wie-wat-waar-nl)
11:42:34	152155/152155	---M--	200	added ('OK')	image/jpeg	etag:%222525b-59a2531ae2a59%22	https://nerdlab.be/data/images/_1200x630_crop_center-center_none/Hacktivate-the-City-Gluon-Sessie-3.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_1200x630_crop_center-center_none/Hacktivate-the-City-Gluon-Sessie-3.jpg	(from https://nerdlab.be/mutation/nieuws/talk-co-creatie-en-activisme-talk-nl)
11:42:35	143685/143685	---M--	200	added ('OK')	image/jpeg	etag:%2223145-59a23ed2b9d51%22	https://nerdlab.be/data/images/_1200x600_crop_center-center_none/Hacktivate-the-City-Gluon-Sessie-3.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_1200x600_crop_center-center_none/Hacktivate-the-City-Gluon-Sessie-3.jpg	(from https://nerdlab.be/mutation/nieuws/talk-co-creatie-en-activisme-talk-nl)
11:42:35	12205/12205	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2009:42:35%20GMT	https://nerdlab.be/mutation/mutation/nieuws/talk-co-creatie-en-activisme-talk-nl	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/mutation/nieuws/talk-co-creatie-en-activisme-talk-nl	(from https://nerdlab.be/mutation/nieuws/talk-co-creatie-en-activisme-talk-nl)
11:42:35	12175/12175	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2009:42:35%20GMT	https://nerdlab.be/mutation/mutation/nieuws/tools-for-things-and-ideas	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/mutation/nieuws/tools-for-things-and-ideas	(from https://nerdlab.be/mutation/nieuws/tools-for-things-and-ideas)
11:42:35	12124/12124	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2009:42:35%20GMT	https://nerdlab.be/mutation/mutation/nieuws/spaced-nl	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/mutation/nieuws/spaced-nl	(from https://nerdlab.be/mutation/nieuws/spaced-nl)
11:42:35	4691/4691	---M--	200	added ('OK')	image/jpeg	etag:%221253-615aec79b7757%22	https://nerdlab.be/data/images/_100x100_crop_center-center_90_none/12643/DSC_0360.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100x100_crop_center-center_90_none/12643/DSC_0360.jpg	(from https://nerdlab.be/mutation/nieuws/spaced-nl)
11:42:36	3249/3249	---M--	200	added ('OK')	image/jpeg	etag:%22cb1-59a23e29856fc%22	https://nerdlab.be/data/images/_100x100_crop_center-center_90_none/PYRAMIDE.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100x100_crop_center-center_90_none/PYRAMIDE.jpg	(from https://nerdlab.be/mutation/nieuws/spaced-nl)
11:42:36	12133/12133	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2009:42:36%20GMT	https://nerdlab.be/mutation/mutation/nieuws/playfield-nl	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/mutation/nieuws/playfield-nl	(from https://nerdlab.be/mutation/nieuws/playfield-nl)
11:42:37	2497/2497	---M--	200	added ('OK')	image/jpeg	etag:%229c1-59a23edf1b9af%22	https://nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/playfield-c-Michiel-Devijver-1.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/playfield-c-Michiel-Devijver-1.jpg	(from https://nerdlab.be/mutation/nieuws/playfield-nl)
11:42:37	12163/12163	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2009:42:37%20GMT	https://nerdlab.be/mutation/mutation/nieuws/workshop-deep-space-nl	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/mutation/nieuws/workshop-deep-space-nl	(from https://nerdlab.be/mutation/nieuws/workshop-deep-space-nl)
